id,class,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-root,stem-surface,stem-color,veil-type,veil-color,has-ring,ring-type,spore-print-color,habitat,season
4292,e,19.21,x,s,k,f,a,d,k,7.21,22.51,,,w,,,f,f,w,d,u
4293,e,10.8,x,e,y,f,x,c,w,8.4,21.55,,,w,,,f,f,,d,a
4294,p,2.21,f,,w,f,a,c,w,2.61,3.4,,i,w,,,f,f,,d,a
4295,p,5.49,s,d,y,f,d,c,o,3.27,6.47,,,y,,,f,f,,d,a
4296,p,9.12,x,y,n,f,a,c,y,11.7,12.09,,y,n,,,t,,,d,u
4297,p,3.58,x,y,y,f,a,,n,5.05,3.5,,y,n,,,t,r,,g,u
4298,p,3.56,x,t,o,f,a,c,n,4.07,5.82,,y,n,,,t,z,,d,w
4299,e,17.05,x,e,g,f,d,c,w,10.12,26.68,s,,w,,,f,f,,l,a
4300,e,1.47,f,w,g,f,,d,g,5.06,2.44,,,w,,,f,f,,g,u
4301,p,1.45,b,g,n,f,,c,n,5.57,2.69,,,n,,,f,f,,g,u
4302,e,4.14,f,,n,f,x,c,g,6.85,3.93,,,w,,,f,f,,d,u
4303,p,7.63,s,,o,t,d,,o,4.44,11.83,,,w,,,t,f,,d,a
4304,e,5.27,o,,n,f,f,f,f,5.18,19.34,,,n,,,f,f,,d,s
4305,e,1.02,c,g,n,t,a,,w,5.29,0.96,,,n,,,f,f,,d,u
4306,e,13.17,f,e,n,f,a,c,w,7.32,20.0,s,,w,,,f,f,,l,w
4307,e,7.71,x,s,w,f,s,c,w,7.53,28.21,,,w,,,f,f,,m,u
4308,e,2.2,f,y,n,f,d,d,p,5.76,3.31,,i,n,,,f,f,,l,u
4309,p,10.2,x,i,o,f,a,,o,11.17,23.27,,,o,,,t,r,n,d,a
4310,e,7.55,x,t,n,f,p,d,y,6.41,12.23,,s,n,,,f,f,,g,u
4311,p,9.42,s,,o,t,d,,o,5.35,12.09,,,w,,,t,f,,d,u
4312,p,3.58,x,t,n,f,s,c,p,5.53,6.49,,,w,,n,t,z,,d,a
4313,p,2.0,p,t,n,f,a,c,n,6.64,2.43,,t,y,,,t,e,,m,s
4314,e,10.36,x,y,y,f,,,w,5.62,22.27,b,,n,,w,t,e,,d,w
4315,e,5.85,f,s,n,f,x,c,w,6.63,10.18,,s,n,,,f,f,,l,w
4316,p,3.71,x,h,o,f,a,c,n,4.48,5.61,,y,n,,,t,z,,d,w
4317,e,5.48,f,i,n,f,e,c,p,4.38,12.23,,,w,,,t,r,,w,a
4318,e,9.04,f,s,o,f,d,d,o,5.15,12.51,,,w,,,f,f,,d,a
4319,p,9.67,x,,n,f,p,,w,10.21,31.3,c,,n,,,f,f,w,d,u
4320,e,10.48,x,d,n,f,p,,n,14.74,33.58,s,y,w,,,f,f,,d,a
4321,e,4.68,x,i,n,f,e,c,p,3.89,11.54,,,w,,,t,l,,w,u
4322,p,1.95,p,t,n,f,a,c,g,6.55,2.68,,t,y,,,t,e,,m,a
4323,e,3.45,f,d,g,t,d,c,p,3.98,5.51,,,g,,,f,f,,d,a
4324,p,0.58,f,,o,f,d,,o,4.11,1.05,,,o,,,f,f,w,g,a
4325,e,4.61,x,,w,f,x,c,w,8.02,8.15,b,,w,,w,t,,,d,a
4326,e,52.52,o,y,y,f,p,,y,5.62,35.22,,,n,,,f,f,,d,a
4327,e,9.46,f,,p,f,x,c,w,6.58,18.11,,s,w,,,f,f,,d,a
4328,e,9.58,o,,n,f,f,f,f,4.18,21.43,,,n,,,f,f,,d,s
4329,p,1.48,x,k,n,f,,,n,3.65,1.49,,,n,,,f,f,,d,a
4330,p,1.29,x,,n,f,,,k,4.74,2.45,,s,n,,,f,f,k,g,u
4331,p,7.15,s,d,e,t,d,c,n,7.25,9.43,,,n,,,f,f,,d,a
4332,p,3.6,f,y,n,f,a,,w,5.93,3.54,,y,n,,,t,r,,g,a
4333,e,1.56,f,w,n,f,,d,k,5.05,2.53,,,w,,,f,f,,g,w
4334,p,2.05,b,,n,f,a,,g,5.33,2.75,,s,n,,,f,f,,d,a
4335,p,5.4,f,i,k,f,e,,y,7.05,7.77,,,y,,,f,f,,m,a
4336,p,8.04,f,w,p,f,s,c,p,4.27,10.23,,,p,,,f,f,,d,a
4337,p,3.34,x,d,w,f,a,d,p,4.21,2.54,,h,w,,,f,f,,g,w
4338,e,13.86,x,,n,t,,,w,11.98,18.71,b,,w,u,w,t,g,,d,u
4339,p,4.47,x,t,l,f,s,c,g,5.53,7.57,,y,n,,,t,e,u,g,u
4340,e,8.09,o,,n,f,,,w,4.84,24.97,,,n,,,f,f,,d,u
4341,p,3.99,x,y,n,f,a,,w,5.59,3.6,,y,y,,,t,r,,g,u
4342,e,10.6,x,y,n,f,,,w,6.79,24.94,b,,n,,w,t,e,,d,a
4343,e,2.6,b,y,n,f,,c,n,6.52,3.03,,,w,,,f,f,,d,s
4344,p,9.67,x,h,r,f,,c,w,10.56,14.71,,,w,u,w,t,g,,d,u
4345,p,3.44,o,,w,f,f,f,f,5.64,30.2,,g,n,,,t,f,,d,a
4346,p,2.81,s,s,w,f,d,c,w,2.64,7.11,,,w,,,f,f,,g,u
4347,e,1.37,c,g,n,f,a,,g,4.79,1.53,,,g,,,f,f,,d,a
4348,e,9.2,p,i,n,t,e,,p,8.82,18.1,,y,w,,,t,p,,d,a
4349,p,2.92,b,t,n,f,,,k,7.1,4.7,,,w,,,t,,k,g,a
4350,e,9.46,f,e,b,f,,c,b,4.88,20.4,,,w,,,t,f,,d,a
4351,e,6.45,x,t,n,f,p,d,y,7.5,13.54,,s,n,,,f,f,,d,a
4352,p,3.47,x,s,y,f,,c,y,7.08,6.51,,,y,u,w,t,z,k,d,a
4353,p,1.0,x,g,n,f,a,d,w,3.13,1.65,,,n,,,f,f,,l,u
4354,e,5.68,x,h,n,f,x,c,n,5.74,6.3,,y,n,,,t,r,,d,u
4355,e,9.31,s,s,y,f,x,,n,6.66,21.12,,,n,,,f,f,,d,w
4356,e,3.96,x,,r,f,a,,r,4.62,6.86,,,l,,,f,f,,l,u
4357,e,8.44,s,,n,f,,,w,4.94,22.26,,,n,,,f,f,,d,u
4358,p,1.48,b,h,n,f,a,,n,4.21,1.44,,t,n,,,f,f,,h,u
4359,e,11.09,x,h,n,t,p,,y,8.4,22.21,,,n,,,f,f,,d,u
4360,e,10.08,x,t,n,t,p,,y,7.29,21.54,,,n,,,f,f,,d,a
4361,p,6.2,s,d,n,t,d,c,w,5.62,8.45,,,n,,,f,f,,d,a
4362,p,7.92,s,,r,t,d,,o,4.72,11.67,,,w,,,t,f,,d,a
4363,p,7.66,x,h,e,f,x,d,w,5.51,17.25,b,,w,,,f,f,,d,u
4364,e,6.31,s,,w,f,d,c,w,4.54,7.93,,s,w,,,f,f,,l,a
4365,p,0.98,b,t,n,f,,c,k,3.8,2.57,,,n,,,t,f,,g,u
4366,p,9.06,x,i,n,f,a,,n,10.31,13.62,s,,n,,n,f,f,,d,a
4367,p,7.66,s,,r,t,d,,o,4.6,11.39,,,r,,,t,f,,d,a
4368,e,8.46,s,t,o,t,d,c,o,6.2,17.27,,,w,,,f,f,,d,u
4369,p,6.66,x,,y,f,s,d,y,6.31,16.46,,i,y,,,f,f,,d,a
4370,p,2.58,f,y,o,f,a,,o,2.91,5.61,,,y,,,f,f,,h,a
4371,e,12.35,f,s,w,f,e,c,w,19.37,12.46,,s,w,,,t,e,,g,s
4372,e,1.21,f,g,n,t,a,,p,5.71,1.04,,,n,,,f,f,,h,a
4373,p,9.21,x,e,n,f,a,,n,10.71,15.29,s,,n,,n,f,f,,h,a
4374,e,3.88,x,h,n,f,,c,k,6.25,6.53,,s,w,,w,f,f,k,d,a
4375,p,6.38,x,d,e,t,d,c,n,7.08,8.13,,,e,,,f,f,,d,a
4376,p,2.56,x,g,e,f,a,,p,6.35,2.83,,,n,,,f,f,,d,a
4377,p,9.34,b,y,w,f,,,p,15.47,18.06,,,w,,,f,f,,d,a
4378,e,4.47,x,t,n,f,a,d,y,6.17,5.19,,k,n,,,f,f,,d,w
4379,p,3.77,x,s,y,f,,c,y,10.18,7.97,,,y,u,w,t,z,r,d,w
4380,e,6.66,x,y,n,f,e,c,p,5.57,10.06,,y,n,,,f,f,,d,a
4381,e,14.17,x,y,n,t,e,,w,9.06,17.87,,,w,,,t,,,g,u
4382,p,4.05,b,h,n,f,,,n,14.01,7.17,,,w,,,t,,k,g,u
4383,e,5.32,c,t,n,f,e,,w,12.65,12.26,,s,n,u,w,f,f,,d,a
4384,p,1.54,x,h,n,f,a,,n,3.86,1.39,,t,n,,,f,f,,g,u
4385,p,5.96,s,,p,t,d,c,p,6.27,6.21,,,e,,,f,f,,d,a
4386,p,1.22,s,s,y,f,f,f,f,2.85,5.04,,,y,,,f,f,,d,u
4387,e,9.74,f,,n,f,a,c,w,6.48,22.21,,,w,,,f,f,,d,u
4388,p,11.46,s,,r,t,d,,o,6.0,12.95,,,w,,,t,f,,d,u
4389,p,3.73,x,t,n,f,s,c,n,5.65,7.36,,,w,,n,t,z,,d,a
4390,e,5.31,s,,y,f,a,c,w,5.64,14.37,,,g,,,f,f,,d,u
4391,p,8.43,x,i,n,f,a,,n,10.1,15.35,s,,n,,n,f,f,,h,a
4392,p,4.65,f,l,n,f,x,d,y,5.43,4.76,,,n,,,f,f,,l,a
4393,p,11.57,x,,n,f,p,,p,10.33,29.55,c,,w,,,f,f,p,d,u
4394,e,7.59,f,s,u,f,a,c,w,3.99,13.52,,,w,,,f,f,,d,u
4395,p,1.45,f,s,y,f,f,f,f,3.56,5.41,,,y,,,f,f,,d,a
4396,p,7.53,s,h,n,t,d,,g,4.45,12.08,,t,n,,,f,f,,d,a
4397,p,1.39,b,g,y,f,,c,n,5.15,2.51,,,n,,,f,f,,g,a
4398,p,1.34,x,g,n,f,d,d,n,1.98,2.58,,s,n,,,f,f,,h,u
4399,e,5.19,c,,g,f,f,f,f,4.09,19.08,,,n,,,f,f,,l,s
4400,p,3.42,s,w,u,f,a,c,g,5.1,5.01,,s,u,,,f,f,,l,u
4401,p,2.54,f,s,g,f,d,c,w,2.75,7.34,,,w,,,f,f,,g,u
4402,p,0.87,x,g,n,f,a,,n,4.36,1.0,,h,k,,,f,f,,d,s
4403,p,1.55,x,g,y,f,d,d,n,1.85,2.35,,s,n,,,f,f,,h,a
4404,e,12.45,x,h,n,t,p,,y,9.01,22.53,,,n,,,f,f,,d,u
4405,e,6.93,x,,y,f,e,,w,5.61,12.58,b,,y,u,w,t,g,,d,a
4406,e,5.88,f,y,g,f,s,,y,4.69,8.16,,,w,,,f,f,,d,a
4407,p,4.16,x,t,r,f,s,c,u,5.93,7.57,,y,n,,,t,e,u,m,u
4408,p,3.52,f,d,b,f,x,c,y,4.46,3.13,b,i,n,,,f,f,,l,a
4409,p,3.33,f,y,e,f,e,c,w,4.37,3.4,,k,w,,,t,e,,m,u
4410,e,4.44,x,t,n,f,p,,n,5.99,11.22,,,e,,,f,f,,d,u
4411,e,11.27,f,,n,t,,,w,12.24,20.35,b,,w,u,w,t,g,,d,u
4412,p,1.23,x,s,y,f,f,f,f,4.59,6.23,,,y,,,f,f,,d,u
4413,e,4.53,x,t,n,f,p,,n,5.55,12.54,,,n,,,f,f,,d,u
4414,p,7.74,x,i,n,f,a,c,n,8.25,8.29,,i,n,,k,t,z,k,g,a
4415,p,5.63,f,,y,f,s,d,y,6.02,14.52,,i,y,,,f,f,,d,a
4416,p,6.21,s,h,g,t,d,,g,4.56,11.19,,t,r,,,f,f,,d,a
4417,p,1.35,s,s,y,f,f,f,f,3.4,5.59,,,y,,,f,f,,d,a
4418,p,8.01,x,h,e,f,x,d,w,8.28,17.44,b,,w,,,f,f,,d,u
4419,p,8.35,s,t,p,t,d,c,p,8.55,16.2,,,p,,,t,f,,d,u
4420,p,3.14,b,d,y,f,a,,r,4.79,5.71,,t,y,,,f,f,,m,a
4421,e,8.39,p,,g,f,a,,w,7.59,13.38,,,g,,,f,f,,d,a
4422,e,8.87,f,e,b,f,,c,b,4.89,19.03,,,w,,,t,f,,d,a
4423,p,7.14,f,,g,f,d,c,w,5.5,9.52,b,,n,,,f,f,,d,a
4424,p,6.95,x,t,n,f,x,,w,11.02,6.74,,g,n,,,f,f,,d,a
4425,e,10.98,x,,n,t,,,w,10.95,17.61,b,,w,u,w,t,g,,d,u
4426,p,3.85,x,k,n,f,s,,p,4.3,3.11,,,n,,,f,f,p,g,a
4427,e,11.81,s,,w,t,d,c,w,5.99,26.01,,,w,,,f,f,,d,u
4428,e,3.77,s,,n,f,f,f,f,5.72,7.17,,,o,,,f,f,,d,a
4429,e,5.63,x,t,g,f,a,d,n,5.06,4.41,,t,g,,,t,l,,d,u
4430,e,4.18,f,s,b,f,x,c,w,5.98,9.23,,s,n,,,f,f,,l,a
4431,e,5.55,x,t,n,f,e,,p,6.35,11.08,,s,w,,w,f,f,p,d,a
4432,p,9.5,f,,n,f,x,c,w,9.27,9.64,r,i,w,,,f,f,,h,u
4433,p,3.67,x,y,y,f,a,,w,5.09,3.39,,y,y,,,t,r,,d,a
4434,p,3.47,x,i,e,f,,,e,3.69,4.71,,,e,,,f,f,n,d,a
4435,p,16.83,p,y,w,f,,,w,19.83,18.58,s,,n,,,t,m,,d,a
4436,e,13.45,f,,b,f,d,c,y,2.69,16.76,,,w,,,f,f,,d,a
4437,p,7.44,x,t,e,f,x,d,w,5.77,17.28,b,,w,,,f,f,,d,u
4438,p,3.44,b,y,n,f,,c,w,5.56,4.43,s,s,w,,,f,f,,d,a
4439,e,12.48,f,y,y,f,,,w,7.69,25.19,b,,n,,w,t,e,,d,u
4440,e,3.58,x,d,p,f,a,c,e,4.62,5.74,,,o,,,f,f,,g,u
4441,e,7.92,f,t,n,f,s,,n,8.16,13.39,,t,n,,,f,f,,d,a
4442,e,5.81,f,s,n,f,s,c,w,5.6,9.95,b,i,w,,,f,f,,g,u
4443,e,7.28,x,l,w,f,d,,w,3.43,9.71,,,w,,,f,f,,d,a
4444,p,11.78,x,t,r,t,d,c,n,6.68,14.67,,,n,,,f,f,,d,a
4445,e,5.32,x,d,b,f,d,d,b,6.18,12.73,,,w,,,f,f,,d,a
4446,p,1.68,x,k,n,f,,,n,4.09,1.6,,,n,,,f,f,,d,w
4447,p,5.74,x,,g,f,d,c,y,5.43,10.32,b,,n,,,f,f,,d,a
4448,p,5.4,s,k,y,f,p,,n,3.44,6.29,,k,n,,,t,f,,d,u
4449,e,5.76,x,h,n,f,x,c,n,6.46,5.88,,y,n,,,t,r,,d,a
4450,e,2.92,x,s,w,f,d,d,w,3.28,5.45,,,w,,,f,f,,g,w
4451,e,2.74,f,d,n,t,d,c,p,4.67,5.67,,,n,,,f,f,,d,u
4452,p,5.46,x,g,n,f,e,,w,7.58,13.76,,y,w,u,w,t,p,,d,a
4453,p,5.28,x,,w,f,,c,g,3.76,12.34,,,y,,,f,f,,d,a
4454,p,12.92,o,,n,f,f,f,f,4.04,25.8,,g,n,,,f,f,,d,s
4455,p,9.12,f,,w,f,x,c,w,9.47,9.99,r,i,w,,,f,f,,h,u
4456,e,6.14,x,s,n,f,e,c,p,5.8,9.92,,i,n,,,f,f,p,d,a
4457,e,3.34,x,s,w,f,d,d,w,3.37,7.0,,,w,,,f,f,,g,u
4458,e,6.78,f,s,g,f,x,d,w,7.19,11.32,,s,n,,,f,f,,l,w
4459,p,6.63,x,k,n,f,d,c,y,6.28,6.66,,i,y,,,t,,,d,u
4460,e,3.4,x,k,n,f,p,,e,5.41,10.26,,,n,,,f,f,,d,a
4461,e,3.03,b,y,n,f,,c,k,6.71,3.1,,,w,,,f,f,,d,a
4462,p,0.89,x,,o,f,d,,o,4.76,1.06,,,o,,,f,f,w,g,u
4463,p,3.94,f,t,n,f,x,c,p,4.74,3.96,,i,g,,,f,f,,m,a
4464,p,6.99,s,d,e,t,d,c,y,5.39,9.82,,,n,,,f,f,,d,a
4465,p,7.21,b,t,w,f,e,c,w,12.76,12.95,,y,w,u,w,t,l,,d,a
4466,p,3.02,b,,n,f,,,k,8.38,2.32,,,n,,w,t,,k,g,a
4467,p,7.38,s,t,y,f,x,c,y,5.19,14.04,,,y,,,f,f,,d,u
4468,e,6.83,x,h,y,f,p,,y,7.58,15.4,,,y,,y,t,,,d,u
4469,e,1.49,f,w,n,f,,d,g,5.02,2.66,,,w,,,f,f,,g,a
4470,p,5.85,x,,y,f,s,d,y,5.61,12.88,,i,y,,,f,f,,d,a
4471,p,8.95,o,,n,f,f,f,f,3.28,22.34,,g,n,,,f,f,,d,u
4472,p,8.68,s,,o,t,d,,o,4.66,12.11,,,w,,,t,f,,d,u
4473,p,3.58,f,y,e,f,e,c,w,4.42,3.58,,k,w,,,t,e,,m,a
4474,e,4.12,x,t,n,f,d,,o,6.33,7.1,,t,w,,,f,f,,d,w
4475,e,7.3,x,l,w,f,d,,w,3.49,9.88,,,w,,,f,f,,d,a
4476,e,3.8,x,,y,f,a,c,o,3.44,7.34,,,w,,,f,f,,d,w
4477,e,7.8,x,s,n,f,e,c,p,7.16,10.29,,i,n,,,f,f,p,d,w
4478,p,1.4,x,g,n,f,d,d,n,2.09,2.41,,s,n,,,f,f,,h,a
4479,p,1.27,x,,n,f,,,k,4.37,2.3,,s,n,,,f,f,k,g,a
4480,p,3.59,b,w,u,f,a,c,u,7.04,5.85,,s,u,,,f,f,,d,a
4481,p,9.57,x,e,n,f,a,,n,12.81,16.7,s,,n,,e,f,f,,h,a
4482,e,10.2,s,,w,t,d,c,p,6.23,25.71,,,w,,,f,f,,d,u
4483,p,5.77,f,,y,f,s,d,y,5.54,12.88,,i,y,,,f,f,,d,a
4484,p,8.71,s,t,p,t,d,c,p,6.95,11.84,,,p,,,t,f,,d,a
4485,e,6.36,s,,n,f,d,c,w,5.12,8.28,,s,w,,,f,f,,l,u
4486,p,5.83,s,d,y,f,d,c,o,3.25,6.54,,,y,,,f,f,,h,u
4487,e,3.45,x,s,e,f,a,c,e,4.83,7.04,,,e,,,f,f,,m,a
4488,e,5.68,f,k,w,f,e,c,p,3.99,11.43,,,w,,w,t,e,,m,u
4489,p,4.37,b,t,n,f,,,k,9.68,5.65,,,w,,,t,,k,g,a
4490,p,8.28,p,y,n,f,,,p,13.61,18.77,,,w,,,f,f,,d,u
4491,p,15.63,f,t,g,t,d,c,w,4.94,26.39,,,r,,,f,f,,l,a
4492,e,8.87,x,h,n,t,p,,y,6.64,17.9,,,n,,w,t,p,,d,u
4493,p,4.21,f,k,n,f,d,c,n,4.68,5.12,,i,n,,,t,,,d,a
4494,e,8.12,x,,n,t,,,w,10.73,16.93,b,,w,u,w,t,g,,d,a
4495,e,3.12,x,,n,f,,d,k,5.68,2.5,,,w,,,f,f,,d,w
4496,p,7.71,s,d,n,t,d,c,w,6.14,8.75,,,e,,,f,f,,d,a
4497,e,9.82,f,s,y,f,x,,w,7.01,23.46,,,w,,,f,f,,d,w
4498,e,4.88,f,s,w,f,e,c,k,4.6,11.95,,,w,,w,t,e,,m,u
4499,e,2.6,f,y,n,f,a,d,p,5.12,3.34,,i,n,,,f,f,,h,u
4500,e,3.92,x,t,n,f,d,,o,5.75,6.73,,t,w,,,f,f,,d,w
4501,p,9.13,x,h,r,f,,c,w,11.31,16.8,,,w,u,w,t,p,,d,u
4502,p,3.89,x,h,n,f,a,c,n,4.4,5.9,,y,n,,,t,z,,d,w
4503,p,12.29,f,t,n,t,d,c,n,7.1,16.49,,,n,,,f,f,,d,u
4504,e,5.6,c,,g,f,f,f,f,5.68,20.71,,,n,,,f,f,,d,s
4505,p,3.13,f,s,o,f,d,,o,3.02,5.71,,,y,,,f,f,,h,u
4506,e,8.17,p,,n,f,a,,w,7.16,13.19,,,w,,,f,f,,d,a
4507,p,3.45,s,w,u,f,a,c,g,5.39,5.43,,s,u,,,f,f,,m,u
4508,p,39.92,o,y,n,f,p,,y,4.49,34.44,,,k,,,f,f,,d,w
4509,p,8.3,f,w,p,f,s,c,p,4.87,10.37,,,p,,,f,f,,d,w
4510,p,3.08,b,,g,f,a,,k,10.44,2.57,,,g,,w,f,f,k,g,a
4511,p,4.29,x,t,o,f,a,c,n,4.42,6.36,,y,o,,,t,z,,d,u
4512,e,7.77,f,s,k,f,a,c,w,4.02,13.89,,,w,,,f,f,,d,a
4513,e,6.83,x,,g,t,p,,g,10.56,23.77,,y,w,,,f,f,,d,a
4514,e,5.03,b,g,n,f,a,d,g,5.62,3.48,,s,n,,,f,f,,d,s
4515,p,3.33,x,t,n,f,s,c,n,5.13,8.29,,,w,,n,t,z,,d,a
4516,e,4.99,x,h,n,f,x,c,n,5.74,5.39,,s,n,,,t,r,,d,w
4517,p,3.07,b,,k,f,a,,k,8.6,2.28,,,g,,w,f,f,k,g,u
4518,p,4.33,x,i,e,f,,,e,5.61,7.47,,,e,,,f,f,n,d,u
4519,p,10.19,o,,e,f,f,f,f,3.79,25.92,,g,n,,,f,f,,d,s
4520,e,8.69,f,y,n,f,,,w,5.88,22.65,b,,n,,w,t,e,,d,u
4521,p,6.61,f,d,n,f,a,c,n,6.1,7.07,,i,n,,,t,,,d,u
4522,p,0.96,x,g,w,f,a,d,w,2.85,1.53,,,e,,,f,f,,d,a
4523,e,3.33,x,h,e,f,a,c,o,4.27,6.4,,,o,,,f,f,,g,a
4524,p,1.62,o,k,n,f,,,n,4.39,1.63,,,n,,,f,f,,d,a
4525,p,3.95,f,t,n,f,x,c,p,7.28,5.18,,i,n,,,f,f,,d,a
4526,p,4.18,f,t,n,f,x,c,p,6.04,4.87,,i,g,,,f,f,,g,a
4527,e,18.79,x,e,g,f,d,c,w,9.46,26.47,s,,w,,,f,f,,d,a
4528,p,9.19,s,,r,t,d,,o,5.63,12.02,,,w,,,t,f,,d,u
4529,e,5.82,s,,n,f,d,c,w,4.7,7.01,,s,w,,,f,f,,h,a
4530,e,5.6,x,h,n,f,x,c,n,5.25,5.99,,y,n,,,t,r,,d,a
4531,p,14.55,f,d,n,f,d,c,y,5.64,32.13,,k,k,,,f,f,,d,a
4532,e,8.65,x,s,r,f,x,,n,6.1,15.34,,,n,,,f,f,,d,a
4533,e,7.52,x,h,e,f,x,d,w,6.09,18.03,b,,w,,,f,f,,d,a
4534,p,5.62,x,e,e,f,a,,y,8.26,10.21,,,e,,w,t,z,,d,a
4535,p,0.96,x,g,w,f,a,d,w,3.01,1.39,,,n,,,f,f,,d,a
4536,p,3.7,b,y,e,f,e,c,n,5.67,3.72,,k,w,,,t,e,,d,u
4537,p,2.6,b,y,n,f,,c,u,7.18,5.65,s,s,w,,,f,f,,d,s
4538,e,10.95,x,,n,t,,,w,9.65,16.69,b,,w,u,w,t,g,,d,a
4539,e,2.97,s,,y,f,f,f,f,6.38,6.4,,,y,,,f,f,,d,u
4540,p,7.88,x,w,p,f,s,c,p,4.41,10.13,,,p,,,f,f,,d,a
4541,e,14.19,x,y,n,t,e,,w,9.51,16.13,,,w,,,t,,,g,a
4542,p,5.97,x,e,e,f,a,,n,7.65,9.67,,,y,,w,t,z,,d,a
4543,p,17.26,x,s,k,f,p,,y,5.98,36.02,,,n,,,f,f,,d,w
4544,p,5.17,x,i,k,f,e,,g,6.68,6.36,,,y,,,f,f,,m,a
4545,e,3.32,x,h,n,f,,c,n,6.11,6.92,,s,w,,,f,f,k,d,a
4546,e,15.28,x,e,n,t,e,,w,9.81,16.82,,,w,,,t,,,g,a
4547,e,1.41,f,w,n,f,,d,k,4.62,2.33,,,w,,,f,f,,d,w
4548,e,6.06,b,h,k,f,s,d,w,4.58,9.22,,s,g,,,f,f,,d,u
4549,p,4.39,x,t,o,f,a,c,w,5.43,6.06,,y,n,,,t,z,,d,w
4550,p,5.88,c,k,y,t,x,c,p,9.3,13.25,,,w,,,f,f,,g,u
4551,e,12.27,p,y,w,f,e,c,k,18.84,12.24,,s,w,,,t,e,,d,u
4552,p,3.54,x,t,n,f,a,c,n,4.85,6.31,,y,n,,,t,z,,d,a
4553,e,9.83,x,h,n,t,p,,y,8.05,22.13,,,n,,,f,f,,d,a
4554,p,2.56,x,g,e,f,a,,p,7.67,2.56,,,w,,,f,f,,d,u
4555,p,6.41,x,,y,f,s,d,y,6.67,14.42,,i,y,,,f,f,,d,a
4556,e,13.84,s,,u,f,s,c,u,8.15,22.74,,,b,,,f,f,,l,w
4557,e,7.35,b,h,g,f,s,d,g,5.5,10.23,,s,g,,,f,f,,d,a
4558,p,8.06,f,h,r,f,,c,w,11.03,13.51,,,w,u,w,t,p,,d,u
4559,p,1.28,x,g,y,f,d,d,n,2.56,2.35,,s,n,,,f,f,,h,a
4560,e,4.89,b,g,g,f,a,d,g,6.07,4.04,,s,g,,,f,f,,d,u
4561,p,8.5,x,y,n,f,a,c,y,10.51,11.15,,y,n,,,t,,,d,a
4562,p,2.96,s,w,n,t,d,c,n,3.93,6.4,,,n,,,f,f,,d,u
4563,p,2.57,f,y,o,f,a,,o,2.81,5.15,,,y,,,f,f,,h,a
4564,p,8.07,f,y,u,f,s,c,y,6.38,15.7,,y,u,,,f,f,,d,a
4565,e,8.05,f,,g,f,d,c,w,2.91,13.9,,,w,,,f,f,,d,u
4566,e,9.28,f,s,u,f,a,c,w,4.76,15.65,,,w,,,f,f,,d,a
4567,p,13.17,x,t,n,t,d,c,w,5.21,25.68,,,w,,,f,f,,l,a
4568,e,3.67,b,g,w,f,x,d,w,4.61,2.67,,,y,,,f,f,,g,a
4569,p,2.67,x,i,k,f,a,,p,4.43,2.63,,,w,,,f,f,p,g,a
4570,e,9.05,x,s,n,f,e,c,w,7.07,10.03,,i,n,,,f,f,p,d,u
4571,p,2.17,b,g,w,f,,c,n,5.84,2.86,,,n,,,f,f,,m,a
4572,p,2.87,x,d,w,f,a,d,w,3.22,2.38,,h,w,,,f,f,,g,u
4573,p,2.78,f,k,w,f,s,,p,3.25,2.56,,,n,,,f,f,p,d,u
4574,e,2.47,x,,u,f,,d,u,5.77,4.74,,,w,,,f,f,,d,u
4575,e,1.45,x,g,y,f,a,,w,6.41,2.04,,t,y,,,f,f,,g,u
4576,p,1.36,x,k,n,f,,,n,3.86,1.34,,,n,,,f,f,,d,u
4577,p,8.06,s,,r,t,d,,o,4.23,11.9,,,w,,,t,f,,d,a
4578,p,10.24,x,t,n,f,a,d,w,10.52,27.85,,,w,,,f,f,,d,a
4579,p,7.5,o,e,r,f,x,c,o,1.26,13.07,,,n,,,f,f,,d,s
4580,p,10.7,x,s,w,f,s,,y,6.92,15.28,,i,n,,,f,f,,d,u
4581,e,8.28,x,s,n,t,p,,n,7.28,17.39,,,n,,w,t,p,,d,a
4582,p,9.16,x,y,n,f,a,c,n,10.55,11.28,,y,y,,,t,,,d,a
4583,p,5.77,s,,e,t,d,c,b,6.62,6.54,,,e,,,f,f,,d,a
4584,e,3.59,x,d,e,f,a,c,o,5.3,7.29,,,o,,,f,f,,g,a
4585,e,8.2,x,e,y,f,x,c,w,6.77,18.96,,,w,,,f,f,,d,u
4586,p,5.69,x,,p,f,,c,g,3.98,12.67,,,y,,,f,f,,d,a
4587,e,4.7,x,s,w,f,x,c,w,8.17,9.51,b,,n,,w,t,,,d,s
4588,p,3.8,f,y,n,f,,c,g,6.05,4.6,,s,w,,,f,f,,d,u
4589,e,6.19,c,,n,f,f,f,f,4.94,18.79,,,n,,,f,f,,l,s
4590,p,8.21,s,,y,t,d,,o,6.05,12.28,,,w,,,t,f,,d,u
4591,p,0.59,x,g,o,f,,,y,3.46,0.72,,,y,,,f,f,,d,a
4592,p,3.53,x,y,y,f,a,,w,5.44,3.53,,y,n,,,t,r,,h,a
4593,p,5.44,b,y,r,f,s,c,n,6.44,8.04,,y,n,,,t,e,u,d,a
